Strain,Temperature,TraitValue,Trait,TemperatureUnits,TraitUnits,Phylum,Class,Order,Family,Genus,Species
30_30_01,25,0.139732668,Specific Growth Rate,Celsius,h^-1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,sp.
30_30_01,19,0.267703206,Specific Respiration Rate,Celsius,h^-1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,sp.
30_30_01,25,0.396504538,Specific Respiration Rate,Celsius,h^-1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,sp.
30_30_02,15,0.138941109,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,15,0.289793516,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,15,0.341720085,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,15,0.310222139,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,19,0.237582288,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,19,0.458222395,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,19,0.472360241,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,19,0.577189704,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,21,0.494102599,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,21,0.631333341,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,21,0.375857506,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,25,0.504339497,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,25,0.703608037,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,25,0.71568501,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,25,0.675463557,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,30,0.44391117,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,30,0.525366545,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,30,0.793066466,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,30,0.639390027,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,35,0.262384195,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,35,0.240330298,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,35,0.208913345,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,35,0.214075585,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,15,0.29981532,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,15,0.399543665,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,15,0.311517194,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,15,0.171719592,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,19,0.391851748,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,19,0.432788564,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,19,0.420508451,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,19,0.449054334,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,21,0.592047088,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,21,0.573118022,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,21,0.594907916,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,25,0.558733399,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,25,1.165924962,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,25,0.785534054,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,25,0.921084552,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,30,0.92810135,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,30,1.245220122,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,30,1.244824833,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,30,1.179173206,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,35,0.648054429,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,35,1.016928567,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,35,1.203511778,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_02,35,1.37120192,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,15,0.270819778,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,15,0.263904124,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,15,0.227966131,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,15,0.221585663,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,19,0.261803769,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,19,0.355873414,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,19,0.482582707,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,19,0.391160953,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,21,0.356352759,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,21,0.346640814,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,21,0.574822321,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,21,0.466533751,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,25,0.533998103,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,25,0.646951971,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,25,0.581825344,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,25,0.721813145,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,30,0.556837816,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,30,0.570062533,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,30,0.668556963,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,30,0.64223674,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,35,0.25044944,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,35,0.282004336,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,35,0.340454151,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,35,0.262192896,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,15,0.327314741,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,15,0.346947253,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,15,0.360202129,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,15,0.234754511,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,19,0.417767916,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,19,0.457977418,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,19,0.41602151,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,19,0.466822638,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,21,0.552389805,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,21,0.478433071,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,21,0.403018199,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,21,0.541810627,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,25,0.853176019,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,25,1.058791532,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,25,1.026170809,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,25,0.896652868,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,30,0.857804443,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,30,1.052714435,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,30,1.127393026,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,30,0.992080366,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,35,0.361636084,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,35,0.449273546,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,35,0.513816291,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_04,35,0.571741915,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_30_05,15,0.098733671,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,15,0.159163936,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,19,0.089309586,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,19,0.1645128,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,19,0.182414193,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,21,0.1513043,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,21,0.182968556,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,21,0.135012619,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,25,0.329089196,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,25,0.264659995,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,25,0.362017608,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,25,0.431629121,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,30,0.257718487,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,30,0.175675129,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,30,0.308599428,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,30,0.218808516,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,35,0.163825066,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,35,0.144396213,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,35,0.249228194,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,35,0.322596969,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,15,0.351929375,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,15,0.395155159,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,19,0.471338603,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,19,0.562456785,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,19,0.574723128,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,21,1.110352443,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,21,1.094320936,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,21,0.877312717,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,25,1.449293063,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,25,1.42913232,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,25,1.454953843,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,25,1.902555908,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,30,1.598765119,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,30,2.099036956,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,30,1.904600603,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,30,1.514031518,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,35,0.924088853,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,35,1.287510433,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,35,1.384874493,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_05,35,1.770499231,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_30_06,15,0.240858522,Specific Growth Rate,Celsius,h^-1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,sp.
30_30_06,15,0.133529442,Specific Growth Rate,Celsius,h^-1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,sp.
30_30_06,35,0.335677799,Specific Growth Rate,Celsius,h^-1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,sp.
30_30_06,15,0.26067343,Specific Respiration Rate,Celsius,h^-1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,sp.
30_30_06,15,0.212660426,Specific Respiration Rate,Celsius,h^-1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,sp.
30_30_06,35,2.849549022,Specific Respiration Rate,Celsius,h^-1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,sp.
30_30_07,21,-0.035341792,Specific Growth Rate,Celsius,h^-1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,sp.
30_30_07,25,0.231338614,Specific Growth Rate,Celsius,h^-1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,sp.
30_30_07,25,0.261788541,Specific Growth Rate,Celsius,h^-1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,sp.
30_30_07,21,1.207759375,Specific Respiration Rate,Celsius,h^-1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,sp.
30_30_07,25,0.617771518,Specific Respiration Rate,Celsius,h^-1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,sp.
30_30_07,25,0.868782204,Specific Respiration Rate,Celsius,h^-1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,sp.
30_30_08,15,0.091623106,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,methylaminiphilus
30_30_08,15,0.109277498,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,methylaminiphilus
30_30_08,21,0.182774119,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,methylaminiphilus
30_30_08,21,0.16923226,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,methylaminiphilus
30_30_08,25,0.211707331,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,methylaminiphilus
30_30_08,25,0.273801317,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,methylaminiphilus
30_30_08,30,0.111029991,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,methylaminiphilus
30_30_08,30,0.092906115,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,methylaminiphilus
30_30_08,15,0.115224159,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,methylaminiphilus
30_30_08,15,0.088268095,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,methylaminiphilus
30_30_08,21,0.182803119,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,methylaminiphilus
30_30_08,21,0.165020581,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,methylaminiphilus
30_30_08,25,0.320533601,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,methylaminiphilus
30_30_08,25,0.337199836,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,methylaminiphilus
30_30_08,30,0.177848889,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,methylaminiphilus
30_30_08,30,0.228411633,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,methylaminiphilus
30_RT_01,5,0.006837741,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,5,0.04501185,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,5,0.038875595,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,5,0.017836351,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,10,0.093544643,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,10,0.032815116,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,10,0.036496942,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,10,0.029342768,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,15,0.042720185,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,15,0.06880516,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,15,0.084964279,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,15,0.094606675,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,19,0.066788289,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,19,0.106325861,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,19,0.122266924,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
